BRAND & NAME,Quick Access Pocket (#),Additional Notes,Bag Style Opening,Compression Straps,Depth (inches),Expandable,Expandable Volume,Handles,Height (inches),LINKS,Laptop Access,Lash Points (outside),Load Lifters,Luggage Pass Through / Trolley Sleeve,Material,Max. Laptop Size (in),Org Slots/Pockets,Origin of Company,Packable,Picture,Price (USD),QAP Location,Sternum Strap,Type,Volume (liters),WBP Location,Warranty,Water Bottle Pockets (#),Weight (lbs),Width (inches)
Orbitkey Desk Pouch,2,"Efficient self-standing design, fold-down panel.",,,1.9,,,0,4.7,https://www.orbitkey.com/collections/desk-pouch/products/desk-pouch?variant=41007394586720,,,,,600D Polyester Cyclepet w or PU lamination (Recycled),,yes,Australia,,https://www.orbitkey.com/cdn/shop/files/DeskPouch-Terracotta-2.jpg?v=1773626017&width=1200,34.9,,,Pouch,1.3,,2 Years,,0.21,8.6
Orbitkey Essentials Pouch Trio,1,"Set of 3 pouches. Features adjustable floating dividers. Small & Medium are see-through/transparent. Dimension: Small pouch: 150mm/6” (L) x 110mm/4.3” (W), Medium pouch: 200mm/7.87” (L) x 140mm/5.5” (W), Large pouch: 245mm/9.6” (L) x 160mm/6.3” (W). Volume ca. 0.4l/0.8l/1.5l",,,1,,,1,6.3,https://www.orbitkey.com/products/essentials-pouch-trio,,,,,Nylon mesh or Polyester (Recycled),,yes,Australia,,https://www.orbitkey.com/cdn/shop/files/EssentialsPouchTrio-Black-5.jpg?v=1758605210&width=1200,35,,,Pouch,1.5,,2 Years,,0.2,9.6
Orbitkey Pencil Case,2,"Innovative central divider system, self-standing design.",,,1.9,,,0,3.5,https://www.orbitkey.com/collections/pencil-case/products/pencil-case?variant=42074232422496,,,,,600D Polyester Cyclepet w or PU lamination (Recycled),,yes,Australia,,https://www.orbitkey.com/cdn/shop/files/PencilCase-Lilac-3_d00a9af1-a538-41f7-89b6-71d82cf6b4b1.jpg?v=1751955238&width=1200,29.9,,,Pouch,1,,2 Years,,0.15,9.05
Osprey Aoede Airspeed Backpack,1,Hiden side pocket.,Half Zip,no,9,No,No,1,18.5,https://www.osprey.com/aoede-airspeed-backpack-aoedasbp20f23-451%23color%3DConcrete%252520Tan&sa=D&source=editors&ust=1740763376139814&usg=AOvVaw3-ry4QGK-UM6r2NkiukEem,External compartment,no,No,No,840D Ballistic polyester or treatment,16,No,USA,No,https://i.sportisimo.com/products/images/1912/1912504/700x700/osprey-aoede-airspeed-backpack-20_0.jpg,140,front,No,Backpack,21,Side,Lifetime,2,2.4,11.5
Osprey Aoede Briefpack,1,NB: Weight from Amazon.,Clamshell,no,9.5,No,No,2,18,https://www.osprey.com/aoede-briefpack-aoedbfpk22f23-550%23color%3DConcrete%252520Tan&sa=D&source=editors&ust=1740763376141656&usg=AOvVaw0hX10B2_phT4el-8MmKHHS,External compartment,no,No,No,840D Ballistic polyester or treatment,16,No,USA,No,https://www.osprey.com/gb/media/catalog/product/cache/abe3291c0df436fc8c93ebe9dd5c32fc/a/o/aoede_briefpack_black_1000x1000_3_1.jpg,150,front,No,Backpack,22,,Lifetime,0,2.4,13
Osprey Daylite Carry-On Travel Pack 35,1,Locking zippers,Clamshell,2,10,No,No,3,19.5,https://www.osprey.com/daylitetm-carry-on-travel-pack-35?color%3DTumbleweed%252520Yellow%25252FTunnel%252520Vision&sa=D&source=editors&ust=1740763376143418&usg=AOvVaw2hrf5NgLDUgbeaitguHTZs,External compartment,4,No,Yes,300D polyester (Recycled),16,No,USA,No,https://www.osprey.com/gb/media/catalog/product/cache/abe3291c0df436fc8c93ebe9dd5c32fc/d/a/daylitetravelpack_35_f24_side_nightshift.jpg,120,top,Yes,Backpack,35,Side,Lifetime,2,2,14.5
Osprey Daylite Expandable Travel Pack 26+6 (2024),1,Main compartment expansion 2”/6L internal capacity,Clamshell,no,6,Yes,32L,3,17,https://www.osprey.com/daylitetm-expandable-travel-pack-26-6?color%3DBlue%252520Spikemoss%25252FAlkaline&sa=D&source=editors&ust=1740763376146593&usg=AOvVaw3VFsjFzlqKWbtDj8c5ELMm,External compartment,4,No,Yes,300D polyester (Recycled),16,No,USA,No,https://m.media-amazon.com/images/I/61xT4S1INUL._AC_SS300_.jpg,100,top,Yes,Backpack,26,Side,Lifetime,2,1.9,13
Osprey Fairview 40,1,"Marketted as a ""womens"" pack.
Compression straps around front.
Lockable zippers.
3.5mm lightWire peripheral frame",Clamshell,4,8,No,No,2,22,https://www.osprey.com/us/en/product/fairview-40-travel-pack-FAIRVEW40F22_550.html&sa=D&source=editors&ust=1740763376147966&usg=AOvVaw3suhtD1SaQqP9ymgabZDF5,,>5,No,No,210D Nylon Mini Hex Diamond Ripstop,16,No,USA,No,https://www.snowcountry.eu/media/catalog/product/cache/31b8a3b5dbd0c4cbc4ada78b51a1a9c9/O/s/Osprey-Fairview40-S22-Side-ZirconRed-10003684_1.jpg,185,top,Yes,Backpack,40,,Lifetime,0,3.4,14
Osprey Farpoint 40,1,"Compression straps around front.
Lockable zippers.
Atilon framesheet",Clamshell,4,9,No,No,2,21.5,https://www.osprey.com/us/en/product/farpoint-40-travel-pack-FARPONT40F22_550.html&sa=D&source=editors&ust=1740763376149367&usg=AOvVaw00enVoVQFLZ42ucbZYZwHF,,>5,No,No,210D Nylon Mini Hex Diamond Ripstop,16,No,USA,No,https://m.media-amazon.com/images/I/81UbFGT3A3L._AC_SL1500_.jpg,185,top,Yes,Backpack,40,,Lifetime,0,3.5,14
Osprey Nebula 32,1,,Half Zip,4,11.5,No,No,0,19.5,https://www.osprey.com/nebula-32-nebula32f22-4%23color%3DGreen%252520Tunnel%252520Brindle%252520Brown&sa=D&source=editors&ust=1740763376152220&usg=AOvVaw0zpmIvsQ8d770u9y-Ly0Dh,,1,No,No,420D Nylon (Recycled),16,No,USA,No,https://store.adaptoutdoors.com/images/products/S/S2/s24_nebula_greentunnelbrindlebrown_10005364_3-2.jpg?width=1998&height=1998&quality=85&mode=pad&format=webp&bgcolor=ffffff,140,top,Yes,Backpack,32,Side,Lifetime,2,2.1,12
Osprey Porter Travel Pack 30,1,"StraightJacket compression straps with padded sidewalls protect your contents and compress the bag to a smaller size
Lockable zippers on main and laptop compartments
Tuckaway web loops to attach a shoulder strap (sold separately)",Clamshell,2,8,No,No,2,19.5,https://www.osprey.com/us/en/product/porter-travel-pack-carry-on-30-PORTER30F20_550.html&sa=D&source=editors&ust=1740763376153618&usg=AOvVaw33hhMubgYjsPDGiyiSdhXs,,2,No,No,500D Nylon Packcloth (Recycled),16,No,USA,No,https://www.bfgcdn.com/1500_1500_90/502-8270-0311/osprey-porter-30-travel-backpack.jpg,165,top,Yes,Backpack,30,,Lifetime,0,2.8,12.5
Osprey Porter Travel Pack 46,1,"StraightJacket compression straps with padded sidewalls protect your contents and compress the bag to a smaller size
Lockable zippers on main and laptop compartments
Tuckaway web loops to attach a shoulder strap (sold separately)",Clamshell,2,9,No,No,2,21.5,https://www.osprey.com/us/en/product/porter-travel-pack-46-PORTER46F20_202.html&sa=D&source=editors&ust=1740763376154997&usg=AOvVaw25lFJvCQHDO_DOINzD4d6i,,2,No,No,500D Nylon Packcloth (Recycled),16,No,USA,No,https://www.gapyeartravelstore.com/wp-content/uploads/osprey-sojourn-porter-46-brindle-brown.jpg,185,top,Yes,Backpack,46,,Lifetime,0,3.3,14
Osprey Transporter Carryon 44,1,,Clamshell,no,12,No,No,2,22,https://www.osprey.com/transporter-carry-on-44-transco44f21-451%23color%3DConcrete%252520Tan&sa=D&source=editors&ust=1740763376157698&usg=AOvVaw3KaUiT8kzzn3iL0yRvm07w,External compartment,no,No,Yes,450D polyester T (Recycled),16,No,USA,No,https://www.tauntonleisure.com/images/transporter_carry-on_44_f19_side_westwind_teal_1.jpg?width=1998&height=1998&quality=85&mode=pad&format=webp&bgcolor=ffffff,220,top,Yes,Backpack,44,,Lifetime,0,3.3,14
Osprey Transporter Travel Pack 36,1,,Clamshell,no,12.6,No,No,2,19.3,https://www.osprey.com/transporter-global-carry-on-transgcof21-550%23color%3DVenturi%252520Blue&sa=D&source=editors&ust=1740763376159307&usg=AOvVaw3DSJ8tXpbpqsCIhCh4Mrrn,External compartment,>10,No,Yes,630D NanoTough high-tenacity Nylon w or Ripstop (Recycled),16,No,USA,No,https://www.osprey.com/gb/media/catalog/product/cache/abe3291c0df436fc8c93ebe9dd5c32fc/t/r/transportertravelpack36_s26_side_mysterywhite_3.jpg,225,top,Yes,Backpack,36,Side,Lifetime,1,3.2,16.5
Pakkable Arc I,1,Hidden Tracker Pocket,Clamshell,No,8.3,Yes,32L,1,18.9,https://pakkable.com/products/arc-i-backpack,External compartment,0,No,Yes,840D Cordura Nylon,16,Yes,Switzerland,No,https://pakkable.com/cdn/shop/files/1_864b988f-d6d6-4c51-9ef0-033a7c654b0f.png?v=1774988334&width=2048,190,Front,Yes,Backpack,28,Side,Lifetime,2,2.75,12.2
Pakt Everyday 15L Backpack,1,Removable water bottle pockets. Interchangeable between backpack and sling,Half Zip,no,4.5,No,No,3,17.5,https://paktbags.com/products/everyday-15l&sa=D&source=editors&ust=1740763376165258&usg=AOvVaw0IOZVKdZU_WKcA0JspN4gX,Internal sleeve,>10,No,No,500D Nylon (Recycled),16,No,USA,No,https://paktbags.com/cdn/shop/files/Sling-PAKT-6-14-23-25372_1576x.jpg?v=1695056523,185,front,No,Backpack,15,Side,Lifetime,1,1.6,11
Pakt Everyday 22L Backpack,1,Internal and external lash points.,Half Zip,no,6.5,No,No,2,19.5,https://paktbags.com/products/everyday-22l-backpack&sa=D&source=editors&ust=1740763376166664&usg=AOvVaw0R8zF--13vkopxMazQrDYV,Internal sleeve,>10,No,No,500D Nylon (Recycled),16,No,USA,No,https://paktbags.com/cdn/shop/files/EDC-22L-Backpack_8-1-23-28295_1200x.jpg?v=1717544314,245,front,No,Backpack,22,Side,Lifetime,2,2.2,11
Pakt The Travel Backpack 35L v2,1,"2 handles on same side for briefcase carry
Internal lash points.
Hidden pocket at rear.",Clamshell,2,8.5,No,No,4,21.5,https://paktbags.com/products/the-pakt-travel-backpack?variant%3D44241712316654&sa=D&source=editors&ust=1740763376168089&usg=AOvVaw34S3gNEvGgbaenN3CfOsL5,Internal sleeve,5,No,No,500D Nylon (Recycled),16,No,USA,No,https://paktbags.com/cdn/shop/files/PDP_35L_Backpack-PAKT-6-14-23-25208_3e013f02-c5af-449f-ae8e-8305ff68a362_1576x.jpg?v=1726099387,325,front,Yes,Backpack,35,Side,Lifetime,1,4.1,12.5
Pakt The Travel Backpack 45L v2,1,"2 handles on same side for briefcase carry
Internal lash points.
Hidden pocket at rear.
Hideable compression straps.",Clamshell,2,9.5,No,No,5,23.5,https://paktbags.com/products/the-pakt-travel-backpack?variant%3D44241715396846&sa=D&source=editors&ust=1740763376169588&usg=AOvVaw3crBxel-iKsLlc1Cu8KDwq,Internal sleeve,5,No,No,500D Nylon (Recycled),16,No,USA,No,https://paktbags.com/cdn/shop/files/Pakt_35L_Backpack_1200x.webp?v=1702666020,345,front,Yes,Backpack,45,Side,Lifetime,2,4.4,13
Patagonia Black Hole Mini MLC 30L,1,"Side lash points, front loops.",Clamshell,no,7,No,No,2,20,https://www.patagonia.com/product/black-hole-mini-mlc-convertible-backpack-30-liters/49266.html&sa=D&source=editors&ust=1740763376172679&usg=AOvVaw2kzoGEME66UMn1BGZIzZ8J,External compartment,>10,No,No,300D polyester ripstop (8.7 oz),15,No,USA,No,https://www.bfgcdn.com/1500_1500_90/502-6993-0911/patagonia-black-hole-mini-mlc-daypack.jpg,200,top,Yes,Backpack,30,Side,Lifetime,1,2.8,12
Patagonia Black Hole Pack 25L,1,Lash points centerd down front panel,Half Zip,no,6,No,No,1,19,https://www.patagonia.com/product/black-hole-pack-25-liters/49297.html&sa=D&source=editors&ust=1740763376174162&usg=AOvVaw1Tx2GxkE9KwBScr1M3UKkc,Internal sleeve,>5,No,No,300D polyester ripstop (8.7 oz),15,No,USA,No,"https://m.media-amazon.com/images/I/51B726YVNHL._AC_UF894,1000_QL80_.jpg",149,top,Yes,Backpack,25,Side,Lifetime,2,1.4,11
Patagonia Black Hole Pack 32L,1,Lash points centerd down front panel,Half Zip,no,8.5,No,No,2,20.5,https://www.patagonia.com/product/black-hole-pack-32-liters/49302.html&sa=D&source=editors&ust=1740763376175747&usg=AOvVaw2dTEWK59hF0g0oR7mxHDhR,External compartment,>5,No,No,300D polyester ripstop (8.7 oz),15,No,USA,No,https://www.themountainfactor.com/wp-content/uploads/2023/08/WBF24_49302_ENLB.jpg,169,top,Yes,Backpack,32,Side,Lifetime,2,1.7,11
Patagonia Refugio Daypack 26L,1,,Half Zip,2,6.5,No,No,1,17.5,https://www.patagonia.com/product/refugio-daypack-26-liters/47913.html&sa=D&source=editors&ust=1740763376177318&usg=AOvVaw3aorIwiIy66-ST-hfL7kql,External compartment,4,No,No,300D polyester ripstop (7.3 oz),15,Yes,USA,No,https://www.babipur.co.uk/cdn/shop/files/Patagonia-Refugio-Buckhorn-Green-26L.jpg?crop=center&height=1799&v=1722855316&width=1500,100,top,Yes,Backpack,26,Side,Lifetime,2,1.6,12
Patagonia Refugio Daypack 30L,1,,Half Zip,2,6.5,No,No,1,19,https://www.patagonia.com/product/refugio-daypack-30-liters/47928.html&sa=D&source=editors&ust=1740763376178715&usg=AOvVaw3B2Juz7tM2yz1Eb2VEGkJH,External compartment,>5,No,No,300D polyester ripstop (7.3 oz),15,No,USA,No,https://m.media-amazon.com/images/I/51kiPcohKRL._AC_UY1000_.jpg,120,top,Yes,Backpack,30,Side,Lifetime,2,1.8,12
Peak Design Everyday Backpack 20L,0,Has tablet sleeve,Clamshell,no,8.3,No,No,3,18.1,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,External compartment,4,No,No,400D double poly-coated -impregnated Nylon canvas shell,16,No,USA,No,https://cdn.shopify.com/s/files/1/2986/1172/files/everyday-backpack-ash-20-1.jpg?v=1725404940&width=3000&height=3000&crop=center,280,No,Yes,Backpack,20,Side,Lifetime,2,3.7,13
Peak Design Everyday Backpack 30L,0,Has laptop sleeve,Clamshell,no,10.6,No,No,3,19.1,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,External compartment,6,No,No,400D double poly-coated -impregnated Nylon canvas shell,16,No,USA,No,https://cdn.shopify.com/s/files/1/2986/1172/files/everyday-backpack-charcoal-30-1.jpg?v=1725404973&width=3000&height=3000&crop=center,300,No,Yes,Backpack,30,Side,Lifetime,2,3.9,13
Peak Design Everyday Backpack Zip 15L,0,,Clamshell,no,7.9,No,No,3,16.5,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,External compartment,6,No,No,400D double poly-coated -impregnated Nylon canvas shell,14,No,USA,No,https://cdn.shopify.com/s/files/1/2986/1172/files/everyday-backpack-zip-ash-15-1.jpg?v=1725405460&width=3000&height=3000&crop=center,200,No,Yes,Backpack,15,Side,Lifetime,2,2.5,11
Peak Design Everyday Backpack Zip 20L,0,Has laptop sleeve,Clamshell,no,8.2,No,No,3,18.5,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,External compartment,6,No,No,400D double poly-coated -impregnated Nylon canvas shell,14,No,USA,No,https://cdn.shopify.com/s/files/1/2986/1172/files/everyday-backpack-zip-midnight-20-2.jpg?v=1725405502&width=3000&height=3000&crop=center,220,No,Yes,Backpack,220,Side,Lifetime,2,2.9,11.4
Peak Design Outdoor Backpack 18L,0,"Shock cord at the front, 2 pockets on the straps",Clamshell,2,6.1,No,No,1,18.7,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,Internal sleeve,>10,No,No,Terra Shell 210D Ripstop Nylon (Recycled),13,No,USA,No,https://cdn.shopify.com/s/files/1/2986/1172/files/outdoor-backpack-18L-eclipse-16592.jpg?v=1748471043&width=3000&height=3000&crop=center,190,No,Yes,Backpack,18,Side,Lifetime,2,1.9,10.8
Peak Design Outdoor Backpack 20-25L,0,"Big dump pocket at the front, 2 pockets on the straps, hydration sleeve compatibel",Rolltop & Clamshell,no,5.9,Yes,25L,1,19.1,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,Internal sleeve,>10,No,No,Terra Shell 210D Ripstop Nylon (Recycled),16,No,USA,No,https://cdn.shopify.com/s/files/1/2986/1172/files/Outdoor-Backpack-25L-Cloud-2.jpg?v=1728691330&width=3000&height=3000&crop=center,250,No,Yes,Backpack,20,Side,Lifetime,2,2.5,11
Peak Design Outdoor Backpack 35-45L,0,"Big dump pocket at the front, 2 pockets on the straps, hydration sleeve compatibel, adjustable harness",Rolltop & Clamshell,no,6.7,Yes,45L,1,22.1,https://www.511tactical.com/rush12-2-0-backpack.html&sa=D&source=editors&ust=1740763375907952&usg=AOvVaw0yMNy0PJm3cGjXT2gac4ga,Internal sleeve,>10,No,No,Terra Shell 210D Ripstop Nylon (Recycled),16,No,USA,No,https://cdn.shopify.com/s/files/1/2986/1172/files/Outdoor-Backpack-45L-Eclipse-1.jpg?v=1728688577&width=3000&height=3000&crop=center,330,No,Yes,Backpack,35,Side,Lifetime,2,4,12.2
Peak Design Small Wash Pouch,6,"Stowable aluminum hook, magnetically-sealed toothbrush pocket, sits upright when open.",,,3.9,,,1,5.1,https://www.peakdesign.com/eu/products/wash-pouch?Size=Small&Color=Black,,,,,200D Nylon -impregnated shell,,yes,USA,,https://cdn.shopify.com/s/files/1/2986/1172/files/small-wash-pouch-sage-1_46906f05-60e2-4b00-858b-19e15676c74a.jpg?v=1762275810&width=700&height=700&crop=center,50,,,Pouch,1,,Lifetime,,0.39,10.2
Peak Design Tech Pouch Regular,18,"Origami-style internal pockets, external zip pocket has a cable pass-through for charging.",,,3.9,,,2,5.9,https://www.peakdesign.com/eu/products/tech-pouch?Size=Regular&Color=Coyote+X-Pac%E2%84%A2,,Yes,,,Coyote X-PAC or 400D Nylon (Recycled),,yes,USA,,https://cdn.shopify.com/s/files/1/2986/1172/files/tech-pouch-bone-2.jpg?v=1726885999&width=700&height=700&crop=center,60,,,Pouch,2,,Lifetime,,0.63,9.4
Peak Design Tech Pouch Small,5,"Origami-style internal pockets, external zip pocket has a cable pass-through for charging.",,,3.5,,,2,4.5,https://www.peakdesign.com/eu/products/tech-pouch?Size=Small&Color=Black,,Yes,,,400D Nylon canvas (Recycled),,yes,USA,,https://cdn.shopify.com/s/files/1/2986/1172/files/bags-tech-pouch-sm-coyote-studio4_658ac35c-449a-4ed8-a5a5-7d022e208e22.jpg?v=1738047053&width=700&height=700&crop=center,50,,,Pouch,1,,Lifetime,,0.43,9.4
Peak Design Travel Backpack 30L,1,"Back handle is luggage pass through
Top snap buttons and zip for compression (reduce by 5+10L)
Lockable zippers
Pockets on hip belt
3 hidden pockets",Clamshell,1,7,Yes,33L,5,21,https://www.peakdesign.com/products/travel-backpack-30l/?variant%3D39599894724685&sa=D&source=editors&ust=1740763376181366&usg=AOvVaw30KqkZSIqK0KRDo4Gk8FOd,External compartment,>5,No,No,Shell Weatherproof 400D Nylon canvas or bottom 900D Nylon or weatherproof zippers,16,No,USA,No,https://dtz3um9jw7ngl.cloudfront.net/p/l/937904B/937904B.jpg,230,top,Yes,Backpack,27,Side,Lifetime,2,3.2,13.5
Peak Design Travel Backpack 45L,1,"2 large side access panels
Back handle is luggage pass through
Pockets on hip belt
3 hidden pockets",Clamshell,1,9.5,Yes,45L,5,22,https://www.peakdesign.com/products/travel-backpack?variant%3D11530908172332&sa=D&source=editors&ust=1740763376182730&usg=AOvVaw00aG1k6y9IXK6jqF9GoIb0,,>5,No,No,Shell Weatherproof 400D Nylon canvas or bottom 900D Nylon or weatherproof zippers,16,No,USA,No,https://rushfaster.com.au/cdn/shop/files/PeakDesignTravelBackpack45LX-Pac-Coyote_1.jpg?v=1724471879&width=1200,300,top,Yes,Backpack,30,Side,Lifetime,2,4.5,13
Quechua NH Escape 500 16L,2,"12 pockets and functions to get you organised
2 compartments and numerous pockets (12), to separate and organise all your belongings.
One main compartment, with secure zip, including 2 pockets for 13” laptop and 10” tablet, raised to avoid impacts.
4 zipped pockets, 1 6.8"" phone pocket (left strap).",Half Zip,no,7.9,No,No,1,15.8,https://www.decathlon.ca/en/p/8736386/nh-500-hiking-backpack-23-l&sa=D&source=editors&ust=1740763376184257&usg=AOvVaw1s3IeR1ViiyGIHtA6B9Ebq,Internal sleeve,1,No,Yes,Polyester,13,Yes,France,No,https://contents.mediadecathlon.com/p2629947/k$7bffe090e2b465c9befc7cc7dcd4a67f/picture.jpg?format=auto&f=640x0,30,top & front,Yes,Backpack,16,Side,10 years,2,1.3,11
Quechua NH Escape 500 23L,2,"14 pockets and 3 compartments to keep you organised
- 3 compartments with numerous pockets (14), to separate and organise all your belongings,
- 1 secure zipped compartment, including 2 pockets for a 15” laptop and 13” tablet, raised to avoid impact,
- 5 zipped pockets,  1 6.8” phone pocket (left strap),",Half Zip,no,8.6,No,No,1,18.1,https://www.decathlon.ca/en/p/8736386/nh-500-hiking-backpack-23-l&sa=D&source=editors&ust=1740763376184257&usg=AOvVaw1s3IeR1ViiyGIHtA6B9Ebq,External compartment,1,No,Yes,Polyester,15,Yes,France,No,https://contents.mediadecathlon.com/p2629987/k$38c3a71f6f21ffc43960be149530f71e/picture.jpg?format=auto&f=640x0,40,top & front,Yes,Backpack,23,Side,10 years,2,2,11
Quechua NH Escape 500 32L,3,"15 pockets and 3 compartments for keeping your belongings organised
3 compartments and numerous pockets (15) to keep your belongings separate and well-organised.
1 compartment with a secure zip, including 2 pockets for a 17"" laptop and 15"" tablet, which are raised to avoid shocks.
7 zipped pockets, 1 x 6.8” phone pocket (left strap).",Half Zip,no,9.8,No,No,1,18.7,https://www.decathlon.ca/en/p/8736386/nh-500-hiking-backpack-23-l&sa=D&source=editors&ust=1740763376184257&usg=AOvVaw1s3IeR1ViiyGIHtA6B9Ebq,External compartment,1,No,Yes,Polyester,17,Yes,France,No,https://contents.mediadecathlon.com/p2630002/k$dd79bb52ac2e76eb77c8194a617d3ab2/picture.jpg?format=auto&f=640x0,50,top & front,Yes,Backpack,32,Side,10 years,2,2.3,11
Quechua NH Escape 500 Rolltop,1,"Stretch pocket on shoulder straps.
Semi-enclosed stretch side pockets.",Rolltop,no,8.5,Yes,27L,1,18,https://www.decathlon.com/products/hiking-backpack-23l-nh-escape-500-rolltop-334561?variant%3D39759467806782&sa=D&source=editors&ust=1740763376185982&usg=AOvVaw0ckTcq_ozSvdXvAryhaLw9,External compartment,1,No,No,Polyester,15,No,France,No,https://contents.mediadecathlon.com/p2183141/k$306fa5e66d8cf8342babd8dfdc08be16/picture.jpg?format=auto&f=640x0,60,side,Yes,Backpack,23,Side,10 years,2,1.8,11
REI Co-op Ruckpack 28 Recycled Pack,1,"Zippered back panel cover protects straps while in transport Hidden daisy chain at front
NOTE: reported weight seems incorrect. Should be 0.82 Kg / 1lb 13 oz",Clamshell,2,9,No,No,1,19.5,https://www.rei.com/product/176900/rei-co-op-ruckpack-28-recycled-daypack-mens&sa=D&source=editors&ust=1740763376189302&usg=AOvVaw2trnX_L2mnEMBgha3XbFhS,Internal sleeve,>5,No,No,Nylon shell or frame Rigid foam (Recycled),15,No,USA,No,"https://hips.hearstapps.com/vader-prod.s3.amazonaws.com/1722373509-reiruckpack1-66a95580e4f3b.jpg?crop=0.6666666666666666xw:1xh;center,top&resize=980:*",130,top,Yes,Backpack,28,Side,1 year,2,1.7,11
